core_case_id,corpus,topic_id,agent_field,memory_condition,ranker,policy,selected_count,gold_available_cluster_count,gold_cluster_recall_at_k,gold_cluster_recall_null_reason,gold_cluster_capacity_coverage_at_k,gold_cluster_precision,gold_cluster_precision_null_reason,selected_redundancy,strict_topic_label_match,shortfall
corpus_original__learning_reward__learning__related__stage_a_reference__novelty,corpus_original,learning_reward,learning,related,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__learning__related__stage_a_reference__recognition,corpus_original,learning_reward,learning,related,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__learning__related__stage_a_supplement__balanced,corpus_original,learning_reward,learning,related,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__learning__related__stage_a_supplement__novelty,corpus_original,learning_reward,learning,related,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__learning__related__stage_a_supplement__recognition,corpus_original,learning_reward,learning,related,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__learning__unrelated__stage_a_reference__balanced,corpus_original,learning_reward,learning,unrelated,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__learning__unrelated__stage_a_reference__novelty,corpus_original,learning_reward,learning,unrelated,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__learning__unrelated__stage_a_reference__recognition,corpus_original,learning_reward,learning,unrelated,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__learning__unrelated__stage_a_supplement__balanced,corpus_original,learning_reward,learning,unrelated,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__learning__unrelated__stage_a_supplement__novelty,corpus_original,learning_reward,learning,unrelated,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__learning__unrelated__stage_a_supplement__recognition,corpus_original,learning_reward,learning,unrelated,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__empty__stage_a_reference__balanced,corpus_original,learning_reward,science,empty,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__empty__stage_a_reference__novelty,corpus_original,learning_reward,science,empty,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__empty__stage_a_reference__recognition,corpus_original,learning_reward,science,empty,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__empty__stage_a_supplement__balanced,corpus_original,learning_reward,science,empty,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__empty__stage_a_supplement__novelty,corpus_original,learning_reward,science,empty,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__empty__stage_a_supplement__recognition,corpus_original,learning_reward,science,empty,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__related__stage_a_reference__balanced,corpus_original,learning_reward,science,related,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__related__stage_a_reference__novelty,corpus_original,learning_reward,science,related,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__related__stage_a_reference__recognition,corpus_original,learning_reward,science,related,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__related__stage_a_supplement__balanced,corpus_original,learning_reward,science,related,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__related__stage_a_supplement__novelty,corpus_original,learning_reward,science,related,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__related__stage_a_supplement__recognition,corpus_original,learning_reward,science,related,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__unrelated__stage_a_reference__balanced,corpus_original,learning_reward,science,unrelated,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__unrelated__stage_a_reference__novelty,corpus_original,learning_reward,science,unrelated,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__unrelated__stage_a_reference__recognition,corpus_original,learning_reward,science,unrelated,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__unrelated__stage_a_supplement__balanced,corpus_original,learning_reward,science,unrelated,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__unrelated__stage_a_supplement__novelty,corpus_original,learning_reward,science,unrelated,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__learning_reward__science__unrelated__stage_a_supplement__recognition,corpus_original,learning_reward,science,unrelated,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__empty__stage_a_reference__balanced,corpus_original,science_collaboration,agents,empty,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__empty__stage_a_reference__novelty,corpus_original,science_collaboration,agents,empty,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__empty__stage_a_reference__recognition,corpus_original,science_collaboration,agents,empty,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__empty__stage_a_supplement__balanced,corpus_original,science_collaboration,agents,empty,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__empty__stage_a_supplement__novelty,corpus_original,science_collaboration,agents,empty,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__empty__stage_a_supplement__recognition,corpus_original,science_collaboration,agents,empty,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__related__stage_a_reference__balanced,corpus_original,science_collaboration,agents,related,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__related__stage_a_reference__novelty,corpus_original,science_collaboration,agents,related,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__related__stage_a_reference__recognition,corpus_original,science_collaboration,agents,related,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__related__stage_a_supplement__balanced,corpus_original,science_collaboration,agents,related,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__related__stage_a_supplement__novelty,corpus_original,science_collaboration,agents,related,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__related__stage_a_supplement__recognition,corpus_original,science_collaboration,agents,related,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__unrelated__stage_a_reference__balanced,corpus_original,science_collaboration,agents,unrelated,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__unrelated__stage_a_reference__novelty,corpus_original,science_collaboration,agents,unrelated,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__unrelated__stage_a_reference__recognition,corpus_original,science_collaboration,agents,unrelated,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__unrelated__stage_a_supplement__balanced,corpus_original,science_collaboration,agents,unrelated,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__unrelated__stage_a_supplement__novelty,corpus_original,science_collaboration,agents,unrelated,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__agents__unrelated__stage_a_supplement__recognition,corpus_original,science_collaboration,agents,unrelated,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__empty__stage_a_reference__balanced,corpus_original,science_collaboration,learning,empty,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__empty__stage_a_reference__novelty,corpus_original,science_collaboration,learning,empty,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__empty__stage_a_reference__recognition,corpus_original,science_collaboration,learning,empty,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__empty__stage_a_supplement__balanced,corpus_original,science_collaboration,learning,empty,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__empty__stage_a_supplement__novelty,corpus_original,science_collaboration,learning,empty,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__empty__stage_a_supplement__recognition,corpus_original,science_collaboration,learning,empty,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__related__stage_a_reference__balanced,corpus_original,science_collaboration,learning,related,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__related__stage_a_reference__novelty,corpus_original,science_collaboration,learning,related,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__related__stage_a_reference__recognition,corpus_original,science_collaboration,learning,related,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__related__stage_a_supplement__balanced,corpus_original,science_collaboration,learning,related,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__related__stage_a_supplement__novelty,corpus_original,science_collaboration,learning,related,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__related__stage_a_supplement__recognition,corpus_original,science_collaboration,learning,related,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__unrelated__stage_a_reference__balanced,corpus_original,science_collaboration,learning,unrelated,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__unrelated__stage_a_reference__novelty,corpus_original,science_collaboration,learning,unrelated,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__unrelated__stage_a_reference__recognition,corpus_original,science_collaboration,learning,unrelated,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__unrelated__stage_a_supplement__balanced,corpus_original,science_collaboration,learning,unrelated,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__unrelated__stage_a_supplement__novelty,corpus_original,science_collaboration,learning,unrelated,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__learning__unrelated__stage_a_supplement__recognition,corpus_original,science_collaboration,learning,unrelated,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__empty__stage_a_reference__balanced,corpus_original,science_collaboration,science,empty,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__empty__stage_a_reference__novelty,corpus_original,science_collaboration,science,empty,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__empty__stage_a_reference__recognition,corpus_original,science_collaboration,science,empty,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__empty__stage_a_supplement__balanced,corpus_original,science_collaboration,science,empty,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__empty__stage_a_supplement__novelty,corpus_original,science_collaboration,science,empty,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__empty__stage_a_supplement__recognition,corpus_original,science_collaboration,science,empty,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__related__stage_a_reference__balanced,corpus_original,science_collaboration,science,related,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__related__stage_a_reference__novelty,corpus_original,science_collaboration,science,related,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__related__stage_a_reference__recognition,corpus_original,science_collaboration,science,related,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__related__stage_a_supplement__balanced,corpus_original,science_collaboration,science,related,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__related__stage_a_supplement__novelty,corpus_original,science_collaboration,science,related,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__related__stage_a_supplement__recognition,corpus_original,science_collaboration,science,related,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__unrelated__stage_a_reference__balanced,corpus_original,science_collaboration,science,unrelated,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__unrelated__stage_a_reference__novelty,corpus_original,science_collaboration,science,unrelated,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__unrelated__stage_a_reference__recognition,corpus_original,science_collaboration,science,unrelated,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__unrelated__stage_a_supplement__balanced,corpus_original,science_collaboration,science,unrelated,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__unrelated__stage_a_supplement__novelty,corpus_original,science_collaboration,science,unrelated,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_collaboration__science__unrelated__stage_a_supplement__recognition,corpus_original,science_collaboration,science,unrelated,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__empty__stage_a_reference__balanced,corpus_original,science_evaluation,agents,empty,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__empty__stage_a_reference__novelty,corpus_original,science_evaluation,agents,empty,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__empty__stage_a_reference__recognition,corpus_original,science_evaluation,agents,empty,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__empty__stage_a_supplement__balanced,corpus_original,science_evaluation,agents,empty,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__empty__stage_a_supplement__novelty,corpus_original,science_evaluation,agents,empty,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__empty__stage_a_supplement__recognition,corpus_original,science_evaluation,agents,empty,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__related__stage_a_reference__balanced,corpus_original,science_evaluation,agents,related,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__related__stage_a_reference__novelty,corpus_original,science_evaluation,agents,related,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__related__stage_a_reference__recognition,corpus_original,science_evaluation,agents,related,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__related__stage_a_supplement__balanced,corpus_original,science_evaluation,agents,related,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__related__stage_a_supplement__novelty,corpus_original,science_evaluation,agents,related,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__related__stage_a_supplement__recognition,corpus_original,science_evaluation,agents,related,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__unrelated__stage_a_reference__balanced,corpus_original,science_evaluation,agents,unrelated,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__unrelated__stage_a_reference__novelty,corpus_original,science_evaluation,agents,unrelated,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__unrelated__stage_a_reference__recognition,corpus_original,science_evaluation,agents,unrelated,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__unrelated__stage_a_supplement__balanced,corpus_original,science_evaluation,agents,unrelated,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__unrelated__stage_a_supplement__novelty,corpus_original,science_evaluation,agents,unrelated,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__agents__unrelated__stage_a_supplement__recognition,corpus_original,science_evaluation,agents,unrelated,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__empty__stage_a_reference__balanced,corpus_original,science_evaluation,learning,empty,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__empty__stage_a_reference__novelty,corpus_original,science_evaluation,learning,empty,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__empty__stage_a_reference__recognition,corpus_original,science_evaluation,learning,empty,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__empty__stage_a_supplement__balanced,corpus_original,science_evaluation,learning,empty,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__empty__stage_a_supplement__novelty,corpus_original,science_evaluation,learning,empty,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__empty__stage_a_supplement__recognition,corpus_original,science_evaluation,learning,empty,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__related__stage_a_reference__balanced,corpus_original,science_evaluation,learning,related,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__related__stage_a_reference__novelty,corpus_original,science_evaluation,learning,related,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__related__stage_a_reference__recognition,corpus_original,science_evaluation,learning,related,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__related__stage_a_supplement__balanced,corpus_original,science_evaluation,learning,related,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__related__stage_a_supplement__novelty,corpus_original,science_evaluation,learning,related,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__related__stage_a_supplement__recognition,corpus_original,science_evaluation,learning,related,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__unrelated__stage_a_reference__balanced,corpus_original,science_evaluation,learning,unrelated,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__unrelated__stage_a_reference__novelty,corpus_original,science_evaluation,learning,unrelated,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__unrelated__stage_a_reference__recognition,corpus_original,science_evaluation,learning,unrelated,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__unrelated__stage_a_supplement__balanced,corpus_original,science_evaluation,learning,unrelated,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__unrelated__stage_a_supplement__novelty,corpus_original,science_evaluation,learning,unrelated,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__learning__unrelated__stage_a_supplement__recognition,corpus_original,science_evaluation,learning,unrelated,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__empty__stage_a_reference__balanced,corpus_original,science_evaluation,science,empty,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__empty__stage_a_reference__novelty,corpus_original,science_evaluation,science,empty,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__empty__stage_a_reference__recognition,corpus_original,science_evaluation,science,empty,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__empty__stage_a_supplement__balanced,corpus_original,science_evaluation,science,empty,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__empty__stage_a_supplement__novelty,corpus_original,science_evaluation,science,empty,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__empty__stage_a_supplement__recognition,corpus_original,science_evaluation,science,empty,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__related__stage_a_reference__balanced,corpus_original,science_evaluation,science,related,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__related__stage_a_reference__novelty,corpus_original,science_evaluation,science,related,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__related__stage_a_reference__recognition,corpus_original,science_evaluation,science,related,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__related__stage_a_supplement__balanced,corpus_original,science_evaluation,science,related,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__related__stage_a_supplement__novelty,corpus_original,science_evaluation,science,related,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__related__stage_a_supplement__recognition,corpus_original,science_evaluation,science,related,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__unrelated__stage_a_reference__balanced,corpus_original,science_evaluation,science,unrelated,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__unrelated__stage_a_reference__novelty,corpus_original,science_evaluation,science,unrelated,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__unrelated__stage_a_reference__recognition,corpus_original,science_evaluation,science,unrelated,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__unrelated__stage_a_supplement__balanced,corpus_original,science_evaluation,science,unrelated,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__unrelated__stage_a_supplement__novelty,corpus_original,science_evaluation,science,unrelated,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_evaluation__science__unrelated__stage_a_supplement__recognition,corpus_original,science_evaluation,science,unrelated,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__empty__stage_a_reference__balanced,corpus_original,science_hypothesis,agents,empty,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__empty__stage_a_reference__novelty,corpus_original,science_hypothesis,agents,empty,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__empty__stage_a_reference__recognition,corpus_original,science_hypothesis,agents,empty,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__empty__stage_a_supplement__balanced,corpus_original,science_hypothesis,agents,empty,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__empty__stage_a_supplement__novelty,corpus_original,science_hypothesis,agents,empty,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__empty__stage_a_supplement__recognition,corpus_original,science_hypothesis,agents,empty,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__related__stage_a_reference__balanced,corpus_original,science_hypothesis,agents,related,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__related__stage_a_reference__novelty,corpus_original,science_hypothesis,agents,related,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__related__stage_a_reference__recognition,corpus_original,science_hypothesis,agents,related,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__related__stage_a_supplement__balanced,corpus_original,science_hypothesis,agents,related,stage_a_supplement,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__related__stage_a_supplement__novelty,corpus_original,science_hypothesis,agents,related,stage_a_supplement,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__related__stage_a_supplement__recognition,corpus_original,science_hypothesis,agents,related,stage_a_supplement,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__unrelated__stage_a_reference__balanced,corpus_original,science_hypothesis,agents,unrelated,stage_a_reference,balanced,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__unrelated__stage_a_reference__novelty,corpus_original,science_hypothesis,agents,unrelated,stage_a_reference,novelty,1,1,1.0,,1.0,1.0,,0.0,1.0,True
corpus_original__science_hypothesis__agents__unrelated__stage_a_reference__recognition,corpus_original,science_hypothesis,agents,unrelated,stage_a_reference,recognition,1,1,1.0,,1.0,1.0,,0.0,1.0,True
